ID,取引価格（総額）_log
1000000,7.004694148484308
1000056,7.524405659333414
1000108,7.233718107945716
1000109,7.186447382746621
1000110,7.073075951166364
1000111,7.324871608731899
1000112,7.048785557280364
1000113,7.471225892810803
1000115,7.16372247491017
1000116,7.186447382746621
1000117,7.13623226085716
1000118,7.04871513657907
1000333,7.268288481515953
1000337,7.06642940608873
1000462,7.426640915096496
1000466,7.447652367069369
1000470,7.478746704938232
1000658,7.048928779416662
1000787,7.4349932279087
1000789,7.409265429882102
1000913,7.321221391181413
1000914,7.31412577368848
1001085,7.506196065087633
1001168,7.415946253418124
1001169,7.301997495575443
1001186,7.492196614924328
1001262,7.302021979776024
1001265,6.95733544805305
1001328,7.358511771719343
1001329,6.718262638128595
1001417,6.817969698640975
1001745,7.277430855428457
1001779,7.349183948976749
1001782,7.371462156821886
1001836,7.205006899475041
1001939,7.374919362265409
1002057,7.1245759069637025
1002060,6.992105216651916
1002063,7.032720236141339
1002125,7.1728596415266725
1002140,7.362002132294553
1002146,6.712179324444209
1002293,7.5686735694042975
1002295,7.429529518936772
1002309,7.0164236736084575
1002313,7.405226168340583
1002415,7.440932448634394
1002417,6.875767176369377
1002610,7.206822924843778
1002692,7.387936326479572
1002695,7.349996972457953
1002774,7.100233991813963
1002805,7.3214731250328136
1002831,7.059182165559546
1002832,7.024621785514649
1003143,6.8228008156262465
1003328,6.868531742928616
1003335,7.075131086596388
1003417,7.54136494385568
1003419,7.711232812174693
1003421,7.056324049921148
1003422,7.035098477677511
1003509,7.416048281084144
1003512,7.334184531695264
1003576,6.796025898111744
1003635,6.802257796778631
1003636,7.243014616211941
1003637,7.235324035225545
1003707,7.238287172582385
1003711,7.383005836636548
1003715,7.383005836636548
1003788,7.3050065052868085
1003793,7.53185522013355
1003796,7.719996358473271
1003917,7.0560346625947
1003918,7.110827113405394
1003920,7.532480832824996
1004046,7.44160884828374
1004049,6.906127724414862
1004088,6.68127373069957
1004089,7.230665202225822
1004091,6.807281536317695
1004351,7.365544357347803
1004353,7.1414423607571695
1004405,7.415071303271759
1004408,7.401450549787319
1004509,7.310850307805836
1004580,6.972049520337335
1004664,6.880335245085658
1004849,7.269405736155173
1004852,7.098609463926528
1004949,6.82112123332086
1004950,7.45728042809795
1004951,7.234329416905438
1004952,7.532740203589882
1005174,7.491851162705995
1005182,7.374055443584425
1005186,7.429206511696168
1005273,7.385220228772626
1005274,7.479100659860287
1005282,7.056879516234696
1005516,7.2167561634646695
1005520,7.369400187310671
1005522,7.19745647617148
1005524,7.045720163447965
1005935,7.003335513327532
1005956,6.8697083645276455
1005958,6.987327572687688
1006035,7.032208911035947
1006036,7.122246162070434
1006038,6.980828827972914
1006157,6.99535610993383
1006160,7.353428328838969
1006161,7.568493434504558
1006183,7.313099955009903
1006320,7.210277890582021
1006332,7.017864139473185
1006507,6.889307747695398
1006539,7.371342811450684
1006540,7.371342811450684
1006541,7.371342811450684
1006543,7.371342811450684
1006544,7.484318045458761
1006550,7.0444516369640455
1006552,6.893966152677511
1006554,7.058431886502837
1006557,7.427524130494962
1006700,7.080390999460709
1006702,7.017552941380667
1006705,7.301547784820669
1006864,7.308940002060819
1006868,7.289757015105115
1006873,7.138677327521128
1006878,7.179886980073482
1006882,7.352873544517854
1006886,7.270345976987175
1007132,7.217699268549411
1007142,6.764496244096015
1007146,7.4282741744245415
1007279,7.254410351421885
1007281,7.525175138373245
1007507,7.187406898075994
1007790,7.173904649427295
1007955,7.5618528585754
1007964,7.3566819148859555
1008083,6.84114194402424
1008173,6.853579958985064
1008232,6.895046093640911
1008318,7.176339269509938
1008412,6.770752491339273
1008414,6.924579696524753
1008538,7.356859557905232
1008576,7.02294753557285
1008579,7.395166530412542
1008583,7.053947016298058
1008672,6.995292198171171
1008742,7.367188283661053
1008744,7.076728396601995
1008746,7.38070857924952
1008750,7.141369405830863
1008752,6.56986292017966
1008950,7.156639831141105
1009014,7.264723268583849
1009016,6.951237465300202
1009018,6.869712303846655
1009019,6.9779219306046985
1009268,6.85122267971435
1009269,6.909033426967961
1009271,6.546461904316965
1009436,7.364265885569974
1009439,7.038502444177506
1009729,7.0596956299959155
1009731,7.0596956299959155
1010124,7.124779304153646
1010126,7.019934391354409
1010134,6.893254003537862
1010136,7.365205044736533
1010138,7.1576210187876335
1010309,6.997995363276805
1010311,7.003430739737761
1010313,7.466050157588257
1010315,7.29680373088599
1010376,7.09017435700611
1010379,7.18352523950057
1010446,7.3208376889687825
1010449,7.225694419577755
1010512,6.995772729750305
1010515,6.983622347238379
1010517,6.983622347238379
1010527,6.510385872881657
1010528,6.446240613337483
1010619,7.060890380114602
1010622,7.029551790012802
1010687,6.679265633523662
1010762,7.113950283973551
1010764,7.074140694541463
1010766,6.845685495984503
1010768,7.113950283973551
1011128,6.836470637034291
1011133,6.836470637034291
1011199,7.2210117800715885
1011203,7.175176074793963
1011207,7.065806023630851
1011211,7.040070785050949
1011215,6.691789133199642
1011219,7.094558387107675
1011223,6.795145465185645
1011227,7.464057792265854
1011231,7.305683030090032
1011541,6.841052791474334
1011555,6.928301291560983
1011559,7.095868863689105
1011700,6.887252269188551
1011703,6.971137107256616
1012152,6.971251487628019
1012159,6.755178939937016
1012161,6.95723094916026
1012163,6.971251487628019
1012165,7.380394319042282
1012213,6.975425739426116
1012284,7.000588201240832
1012399,6.971723300707899
1012401,6.855099560323679
1012403,6.838652496476944
1012440,6.87814525644405
1012527,6.954419090896909
1012531,6.774843973145573
1012537,6.9218568896281045
1012540,7.167246028382581
1012543,7.441476555390605
1012669,7.124297683226403
1012749,6.888283481310307
1012752,7.357461138087781
1012833,6.925662315290358
1012890,7.263255559648577
1012947,6.958038977571604
1012951,7.359526768335278
1012978,7.058832939836964
1014499,6.936934601698377
1015457,7.218577409290693
1015745,7.008970836710758
1015748,7.083703439286501
1016277,6.988546965736065
1016470,6.937882491590083
1016472,7.015570652472704
1016474,6.894605978077046
1019658,6.9573818776214775
1019675,7.235955297582071
1019678,6.964790178416466
1019681,7.327611263068408
1019742,7.298348748319068
1019830,7.126742163316004
1019861,7.16517413401562
1019864,6.846618958803502
1019866,7.060164324182564
1019995,7.325136341279041
1019997,7.301763540729303
1020142,7.017303338170112
1020232,7.315561099981322
1020332,7.301543065852747
1020446,7.229031696490553
1020841,7.081930867664136
1021600,6.952926179987876
1021602,6.684109615264037
1021901,7.2738621193365285
1021903,7.26565920265333
1022334,7.302529666132957
1022763,7.209228428727605
1022770,7.514108441645879
1023047,7.055326921465342
1023101,7.096364011149602
1023297,7.22409122148292
1023440,7.369305462365338
1024082,7.452887801342282
1024245,7.093308308674884
1026033,6.845913508780194
1026787,6.859172589361947
1026812,7.0973524666993235
1027646,7.388144073824727
1027647,7.168100798832355
1027704,6.922871597770922
1027776,7.286598446623462
1027799,7.10743278933726
1027942,7.347919767260311
1028009,7.127234331851046
1028015,7.038236452642692
1028081,7.320756017291257
1028292,7.237650262565252
1028413,7.3670200482435035
1029998,7.330390212919553
1030191,7.029551790012802
1030478,7.073400035284631
1030480,7.392004302525838
1030592,7.282836187644174
1030768,7.251710645265709
1030771,7.341899498597851
1030774,7.410800459814489
1030777,7.293355904373097
1030781,7.155156299310506
1030782,7.276095356796857
1030784,7.264622256908892
1030931,7.429538676175345
1030938,7.273469092828393
1030941,7.248369732855876
1030944,7.302686487504481
1030949,7.326907757307064
1030950,6.919323881296016
1030952,7.315625655560554
1031045,7.391034246896128
1031050,7.087101510520186
1031175,6.899367615424082
1031186,7.22080668524771
1031273,7.34892080946882
1031340,7.474470122255505
1031547,7.433244933559275
1031573,6.946628574895894
1031576,6.974773147468921
1031580,7.126275975120358
1031584,7.080003406572457
1031588,7.15199858082699
1031592,7.139984711171927
1031723,7.315951012123427
1031771,7.303806323344663
1031842,7.191579589916536
1031845,7.06225994102327
1031912,6.992994669557833
1031946,7.217561579574296
1032027,7.432518297523608
1032030,7.355134663437446
1032499,7.289419484516699
1032501,7.338694661419445
1032503,7.40073825561042
1032562,6.847839377795507
1032624,6.855605874654678
1032625,7.047026763040067
1032627,6.9289764183501115
1032628,7.110170595785934
1032791,7.32713312535531
1032792,7.412299348698837
1032793,7.327217191447222
1032869,7.330074372533422
1032891,7.374789348074231
1032892,7.050379639757937
1032894,6.97906252969124
1032895,7.209523800259425
1033010,7.24506577185761
1033014,6.894238450990411
1033345,7.04385064277339
1033435,6.919374658765702
1033496,7.425543880209743
1033497,6.989029351767489
1033868,7.068793752439901
1033874,7.159564916071213
1033880,7.1052798828659265
1034000,6.734926159573039
1034117,7.315008989086946
1034592,7.287178135632964
1035163,7.29893093364406
1035562,7.062885391900404
1035699,6.952728495739454
1035756,6.818143740481266
1035757,7.066296146907966
1035760,6.981536909078161
1035761,6.9516528326448395
1035763,7.146642532486878
1035765,6.801749958319924
1035767,7.022537310715839
1036093,6.668403901918308
1036140,6.976281749609589
1036143,7.053325410753889
1036146,7.100993919598248
1036827,7.075911553988554
1037295,6.843181493248738
1037387,6.812675980203074
1037389,7.290767153097024
1037506,6.904858588677212
1037510,7.246381215772185
1037640,6.752542469883167
1037643,7.090963310229962
1037709,7.040956638701265
1037713,6.965268287478773
1037869,6.929432177544784
1037871,6.839606308167817
1037906,7.010585691649314
1037909,7.035109024848541
1037913,7.091710385261737
1037993,6.965489454443144
1038228,7.025154637400541
1038277,7.340163558621759
1038378,6.731905629415057
1038381,6.866292070785702
1038383,6.644571918142142
1038384,6.823878893437007
1038777,7.191205770577724
1038869,6.772056453843432
1038972,7.0743358082459595
1039799,7.321106035160382
1039984,7.5416140507562
1040038,7.193999401092859
1040186,7.012260597485065
1040190,7.066479682729608
1040582,6.818881200814744
1040590,7.004547161580554
1040862,6.872368029409416
1040866,6.941162053492182
1040868,6.872368029409416
1041389,7.017084210229589
1041391,6.6183098289925955
1041889,7.099450473865993
1041892,6.979524243458645
1042101,6.634448994620183
1042217,7.429791308239421
1042323,6.787692138952879
1042505,7.269707802961834
1042509,7.190511267327993
1042688,7.074373625309424
1043744,7.388144073824727
1043746,7.2926695635238215
1043750,7.062271177564855
1044058,7.014962434467164
1044192,6.899984110082178
1044196,6.909924456570146
1044199,7.132885913377827
1044205,7.220769627453524
1044207,7.0743358082459595
1044209,7.213730414483547
1044317,7.08734300801491
1044319,7.126242022026014
1044320,7.126242022026014
1044323,7.126242022026014
1044329,6.74039441891611
1044331,7.126242022026014
1044333,7.003019762113987
1045041,7.035687970970594
1045044,7.1659181271209915
1045170,7.172099190313867
1045171,7.281609967937664
1045173,7.318190456842025
1045288,7.108034534724657
1045291,7.290961346750781
1045294,7.249124335817729
1045297,7.49071735461243
1045300,7.305470975591903
1045440,7.318231141451598
1045505,7.38244424358432
1045506,7.470965444206899
1045552,7.3331371985219045
1045553,7.0596956299959155
1045657,6.980078274294096
1045660,6.869774404977684
1045797,6.933888370562488
1045850,6.617245930803357
1045851,6.627364086773856
1047144,7.08114719733724
1047147,6.925819855906659
1047310,7.024046466233422
1047312,7.145617441277718
1047409,6.8678661353441015
1047414,6.8678661353441015
1047418,6.8678661353441015
1047426,7.046291139030246
1047437,6.831610769835604
1047440,6.719579018023134
1047581,6.866435693255245
1047583,6.912724249656398
1047667,7.245189839143977
1047804,7.057544463201184
1047809,7.302438891033588
1047812,7.141177103056377
1047815,7.390195086828997
1047881,7.0949767759055105
1047885,7.0870642960517145
1047889,6.902031181576347
1048127,7.300860031033159
1048132,7.391034246896128
1048166,6.975737323361073
1048306,6.845916271137812
1048370,7.013745245348746
1049328,7.04959466085868
1049635,7.173940576041757
1049651,7.085259984392357
1049653,7.164134972598381
1049655,7.25443009671436
1050552,6.988646092015381
1050703,7.0275457787776645
1050781,7.229210215261629
1050832,7.0290085256359065
1051187,7.415946253418124
1051189,7.1659027082098
1051516,7.125966409033174
1051529,7.208551372139235
1051530,7.3113159754122625
1051755,6.981624229961048
1051756,7.047871989542181
1051789,6.9486655287249075
1051793,7.084519835390583
1052131,7.137635981986557
1052133,7.025420475196357
1052231,6.926731762262547
1052232,7.090945508976041
1052312,7.376045413138184
1052317,6.995458061698201
1052380,6.7392740292451805
1052386,7.104773626851752
1052389,6.86240463945015
1052434,7.085315397810203
1052481,7.000182527353245
1052483,7.023891818893542
1052485,7.103762514539797
1052555,7.24696006783003
1052557,7.198589286944105
1052594,7.058982077480057
1053140,7.257179966757703
1053227,7.3391601114941745
1053233,7.488365821514949
1053288,6.989386086782473
1053292,7.165184646425914
1053294,6.93724821213904
1053412,7.178339156149672
1053551,7.099678353262284
1053562,7.3918186659568486
1053819,7.132355571036938
1053821,7.175891639708607
1053823,7.202064462481372
1053976,7.039765049572235
1053981,7.1744845476035675
1053986,6.956142312389048
